URL,Project Name,Contractor,Address,Size,Project Size,Launch Date,Avg. Price,Possession Starts,Configuration,Rera Id,Sizes,Configurations,Possession Status
https://housing.com/buy-the-31st-by-beverly-buildcon-in-thaltej-ahmedabad-pid-278459?fltcnt=65ee94bc-068d-4317-a96d-f6ccd66e6ecc,The 31st,BEVERLY BUILDCON,"Near Aryaman Bungalows, Thaltej, Ahmedabad",,1 Building - 87 units,"May, 2022",Price on request,"Aug, 2025",4 BHK Apartment,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RN49AA09949/310522,4464.00 sq.ft. - 4716.00 sq.ft.,,
https://housing.com/buy-sangath-palm-by-raj-infra-in-chandkheda-ahmedabad-pid-126804?fltcnt=f5234249-0f78-4304-a184-32fe11d914b8,Sangath Palm,RAJ INFRA,"Tp-44 Chandkheda, Near Savita Green Party Plot, Ahmedabad",221.00 sq.yd.,,,Price on request,,3 BHK Apartment,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03281/300718,,,Ready to Move
https://housing.com/buy-kadamb-parisar-by-kadamb-infra-in-zundal-gandhinagar-gujarat-pid-308839?fltcnt=f82e32f6-b66f-4c85-98f7-e9db631b7fe1,Kadamb Parisar,KADAMB INFRA,"Sangath Prominence Lane, Zundal, Gandhinagar",,98 units,,31.00 K/sq.yd,"Oct, 2027",3 BHK Apartment,Rera Applied,,,
https://housing.com/buy-siddhi-vinayak-prospera-by-shree-rudransh-buildscape-llp-in-bopal-ahmedabad-pid-292385?fltcnt=5253beee-e365-4bf0-9c93-c2e5c9bf3ea1,Siddhi Vinayak Prospera,SHREE RUDRANSH BUILDSCAPE LLP,"Block No. 72, FP No. 61, Bopal, Ahmedabad",,4 Buildings - 138 units,"Nov, 2022",4.00 K/sq.ft,"Dec, 2026",,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10911/121122,1350.00 sq.ft. - 1761.00 sq.ft.,"2.5, 3 BHK Apartments",
https://housing.com/buy-shiv-vivanta-by-rudra-enterprise-in-chandkheda-ahmedabad-pid-309012?fltcnt=8bb4c404-d539-4995-a740-37dc0e66022d,Shiv Vivanta,RUDRA ENTERPRISE,"Shiv Vivanta, Opp. Merriment Parmeshwar, T.P. No. 75, Chandkheda, Ahmedabad",,2 Buildings - 81 units,"Jun, 2022",6.84 K/sq.ft,"Dec, 2024","3 BHK Apartment, Penthouse",PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RN81AA09981/180622,1182.00 sq.ft. - 1184.00 sq.ft.,,
https://housing.com/buy-aradhana-arise-by-arise-buildcon-in-ghuma-ahmedabad-pid-283986?fltcnt=de5747dc-ff48-4655-a07c-97279d7512dc,Aradhana Arise,ARISE BUILDCON,"Next To Iscon Flower, Near Ananta Arise,Near Ghuma BRTS ,Ghuma, Ahmedabad",,2 Buildings - 56 units,"Aug, 2022",4.35 K/sq.ft,"Dec, 2024",,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MN160AA10060/260822,1195.00 sq.ft. - 1572.00 sq.ft.,"2, 3 BHK Apartments",
https://housing.com/buy-aditya-lakeview-bungalows-by-b-gajera-and-co-in-lambha-ahmedabad-pid-280337?fltcnt=599ee02c-605e-45d8-b581-e09c646b042b,Aditya Lakeview Bungalows,B GAJERA AND CO,"Block/Survey No. 636, Near Lambha Lake, Lambha, East Ahmedabad, Ahmedabad",842.00 sq.ft.,91 units,"Jul, 2022",Price on request,"Mar, 2027",3 BHK Villa,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RN99AA09999/300622,,,
https://housing.com/buy-raghuvir-aryaman-residency-by-raghuvir-infra-ahmedabad-in-narolgam-ahmedabad-pid-278551?fltcnt=0204a8a9-430d-4ef0-a4fd-2eff99c484c5,Raghuvir Aryaman Residency,RAGHUVIR INFRA AHMEDABAD,"Near Tirth 2, Divin life International School Lane, Shree Ram Residency Road, Narol Gam, South Ahmedabad, Ahmedabad",,5 Buildings - 210 units,,22.00 K/sq.yd,"Dec, 2026",,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09944/220322,88.00 sq.yd. - 136.00 sq.yd.,"1, 2 BHK Apartments",
https://housing.com/buy-murlidhar-sky-by-spelndid-infrabuild-llp-in-isanpur-ahmedabad-pid-264571?fltcnt=d209ef88-5a4b-411d-ae4d-b8f713696ca3,Murlidhar Sky,SPELNDID INFRABUILD LLP,"Near Maruti Suzuki Arena, Narol-Isanpur Brts Road, Isanpur, East Ahmedabad, Ahmedabad",,8 Buildings - 476 units,"Sep, 2021",26.58 K/sq.yd,,,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09028/090921,127.00 sq.yd. - 149.00 sq.yd.,"2, 3 BHK Apartments",Under Construction
https://housing.com/buy-dharti-skyline-by-dharti-infracon-in-jagatpur-ahmedabad-pid-285032?fltcnt=7896aae5-3ecd-44a0-8e79-c5c6e6c076e3,Dharti Skyline,DHARTI INFRACON,"Besides Godrej, Garden City, Jagatpur, Ahmedabad",,10 Buildings - 486 units,"Oct, 2022",8.21 K/sq.ft,"Dec, 2025",,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10375/300622,639.00 sq.ft. - 872.00 sq.ft.,"2, 3 BHK Apartments",
https://housing.com/buy-ratnamohan-14-by-sairudram-devcon-in-nava-vadaj-ahmedabad-pid-306030?fltcnt=5cb6dbea-3994-4e40-aafd-9e5cd841bf81,Ratnamohan 14,SAIRUDRAM DEVCON,"Near Keshavnagar, Jain Derasar, Subhash Bridge, Keshavnagar, Ahmedabad",240.00 sq.yd.,1 Building - 14 units,"Apr, 2023",35.00 K/sq.yd,"Dec, 2025",3 BHK Apartment,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12240/010923,,,
https://housing.com/buy-gulmohar-nirvana-ii-by-trilokesh-buildcon-in-ghuma-ahmedabad-pid-277350?fltcnt=fdc0a407-aa33-42b4-8cbb-3c610de928b5,Gulmohar Nirvana II,TRILOKESH BUILDCON,"Nr. Bopal Bus Stand, Opp. Pleasure Club, Bopal, Ahmedabad",449.00 sq.ft.,2 Buildings - 190 units,"Apr, 2022",4.90 K/sq.ft,"May, 2024",1 BHK Apartment,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA10072/220422,,,
https://housing.com/buy-mansi-empire-by-new-darshan-developers-in-ghuma-ahmedabad-pid-306104?fltcnt=83288469-89a1-4bcf-8dd5-4de9ffda7f43,Mansi Empire,NEW DARSHAN DEVELOPERS,"Opp Krishna Shalby Hospital, Near 45 Mtr Road, South Bopal-VIP Road Extension, Ahmedabad",,6 Buildings - 330 units,"May, 2023",3.41 K/sq.ft,"Dec, 2025",,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12207/310823,1350.00 sq.ft. - 1800.00 sq.ft.,"2, 3 BHK Apartments",
https://housing.com/buy-kalash-heritage-by-k-s-developers-in-lambha-ahmedabad-pid-272075?fltcnt=543e6027-296d-419d-a9f9-388441fe7aad,Kalash Heritage,K. S. DEVELOPERS,"Nr. Maple Bungalows, Opp. Mars Arise, Lambha, East Ahmedabad, Ahmedabad",,51 units,"Jan, 2022",Price on request,,4 BHK Villa,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09667/050122,2214.00 sq.ft. - 2394.00 sq.ft.,,Under Construction
https://housing.com/buy-rameshwar-crystal-by-rameshwar-infra-creation-llp-in-kasindra-ahmedabad-pid-289321?fltcnt=51941bd2-a61d-43d7-ba87-11abc816fbbd,Rameshwar Crystal,RAMESHWAR,"Besides Kashindra Police Chowky, Kasindra, Daskroi, Ahmedabad",,,,30.15 K/sq.yd,"Jun, 2024",3 BHK Bungalow,RERA ID Not Available,,,
https://housing.com/buy-the-first-by-radhe-developers-in-nava-naroda-ahmedabad-pid-295747?fltcnt=38bb7027-49c2-4cc6-a2be-1198266cd108,The First,RADHE DEVELOPERS,"Nr. Pratishtha Icon, Opp. Hanspura Bus Stand, Naroda-Dehgam Road, Naroda, Ahmedabad",,3 Buildings - 140 units,"Jan, 2023",6.33 K/sq.ft,"Jun, 2025",,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11477/170323,742.00 sq.ft. - 1237.00 sq.ft.,"2, 3 BHK Apartments",
https://housing.com/buy-maighar-residency-by-ralsi-developers-in-bopal-ahmedabad-pid-227961?fltcnt=56f8f6af-bc82-4c70-9ce5-522b141cd9c9,Maighar Residency,RALSI DEVELOPERS,"Opp. Dps School, B/H. ISRO-Bopal, Shilaj-Bopal-Ghuma Road, Bopal, Ahmedabad",1520.00 sq.ft.,168 units,"Apr, 2018",3.00 K/sq.ft,"Mar, 2025",3 BHK Apartment,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA05845/060819,,,
https://housing.com/buy-kalash-by-aurous-buildcon-llp-in-maninagar-ahmedabad-pid-251260?fltcnt=16dd159b-c007-4b37-b6a5-b3eaf061378c,Kalash,AUROUS BUILDCON LLP,"Near RSS Bhavan, Maninagar, South Ahmedabad, Ahmedabad",,1 Building - 160 units,"Jul, 2020",47.00 K/sq.yd,"Jun, 2024",,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA07457/150920,141.00 sq.yd. - 196.00 sq.yd.,"2, 3 BHK Apartments",
